,datetime,aqi
0,2023-01-20,35.32146
1,2023-01-21,27.974203
2,2023-01-22,24.71155
3,2023-01-23,28.35464
4,2023-01-24,23.123087
5,2023-01-25,23.876951
6,2023-01-26,47.99582
